StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"NISE Gwal Pahari, Gurugram - IMD",8/27/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",8/28/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",8/29/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",8/30/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",8/31/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/1/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/2/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/3/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/4/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/5/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/6/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/7/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/8/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/9/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/10/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/11/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/12/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/13/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/14/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/15/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/16/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/17/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/18/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/19/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/20/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/21/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/22/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/23/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/24/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/25/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/26/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/27/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/28/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/29/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",9/30/18,72.28,210.02,47.73,16.96,63.7,,1.23,,40.79,,,,174,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/1/18,69.11,217.73,47.32,16.98,63.29,,1.21,,40.69,,,,175,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/2/18,73.19,213.48,51.86,18.44,69.31,,1.25,,39.27,,,,185,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/3/18,53.32,183.93,46.51,16.62,62.13,,1.11,,39.89,,,,152,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/4/18,82.67,196.31,48.64,17.15,64.79,,1.03,,49.83,,,,171,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/5/18,118.97,261.61,47.53,16.88,63.41,,1.01,,59.52,,,,235,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/6/18,96.06,236.07,45.18,16.42,60.6,,1.03,,41.3,,,,281,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/7/18,92.62,258.34,46.91,16.92,62.83,,0.96,,45.13,,,,198,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/8/18,130.58,309.92,33.51,34.39,66.91,,1.11,,59.7,,,,269,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/9/18,116.02,237.1,9.61,55.75,64.36,,1.17,,57.69,,,,307,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/10/18,111.8,186.32,13.37,57.05,69.42,,1.14,,51.07,,,,274,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/11/18,87.57,196.54,9.56,55.87,64.42,,1.08,,41.09,,,,245,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/12/18,77.27,164.1,11.41,56.78,67.16,,1.06,,43.77,,,,139,Moderate
"NISE Gwal Pahari, Gurugram - IMD",10/13/18,118.17,242.65,8.21,55.93,63.12,,1.47,,44.86,,,,258,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/14/18,102.82,224.57,6.77,55.35,61.06,,1.2,,41.48,,,,267,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/15/18,116.03,278.45,6.73,54.69,58.48,,1.4,,49.5,,,,243,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/16/18,112.43,265.07,4.85,54.17,56.72,,1.48,,46.87,,,,295,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/17/18,128.79,279.22,6.14,54.3,57.54,,1.39,,47.73,,,,301,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/18/18,127.16,271.89,26.74,44.95,42.39,,1.31,,45.63,,,,302,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/19/18,134.25,292.22,3.08,10.66,12.73,,1.12,,55.36,,,,297,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/20/18,195.96,338.49,7.2,13.69,18.46,,1.4,,51.72,,,,352,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/21/18,142.99,288.47,5.13,17.66,18.7,,1.65,,42.15,,,,331,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/22/18,119.13,251.38,5.83,17.27,17.2,,1.41,,38.21,,,,309,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/23/18,116.18,262.3,5.8,18.23,20.93,,1.35,,42.31,,,,267,Poor
"NISE Gwal Pahari, Gurugram - IMD",10/24/18,154.21,320.25,5.05,17.8,19.19,,1.7,,49.68,,,,312,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/25/18,181.38,305.58,35.76,23.19,40.6,,1.8,,54.74,,,,335,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/26/18,,,,,,,,,,,,,345,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/27/18,174.59,264.11,50.78,29.55,65.75,,1.5,,64.53,,,,308,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/28/18,236.74,342.22,39.21,15.46,53.67,,1.01,,46,,,,382,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/29/18,210.97,333.34,36.74,15.02,50.76,,0.95,,41.36,,,,366,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/30/18,238.64,354.56,35.78,14.85,49.63,,0.98,,51.42,,,,387,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",10/31/18,211.32,306.31,37.45,14.98,51.43,,0.84,,49.78,,,,372,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/1/18,197.32,280.89,41.08,16.27,56.36,,0.78,,55.01,,,,369,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/2/18,214.07,317.43,36.57,14.39,49.95,,0.85,,58.34,,,,372,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/3/18,199.65,295.81,40.37,15.54,54.91,,0.75,,58.93,,,,370,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/4/18,122.11,177.09,48.71,18.5,66.21,,0.47,,51.32,,,,309,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/5/18,377.49,494.66,37.12,15.03,51.15,,1.11,,31.3,,,,423,Severe
"NISE Gwal Pahari, Gurugram - IMD",11/6/18,197.43,286.56,38.36,15.25,52.61,,0.83,,46.52,,,,434,Severe
"NISE Gwal Pahari, Gurugram - IMD",11/7/18,139.77,229.87,37.78,14.92,51.7,,0.68,,47.96,,,,322,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/8/18,232.78,323.94,41.9,16.66,57.56,,0.73,,39.84,,,,325,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/9/18,258.17,341.94,38.6,15.77,53.37,,0.96,,42.67,,,,428,Severe
"NISE Gwal Pahari, Gurugram - IMD",11/10/18,265.1,378.33,41.46,17.26,57.71,,1.23,,40.68,,,,400,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/11/18,211.34,317.01,41.36,16.4,56.76,,0.89,,43.68,,,,397,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/12/18,221.68,343.01,44.84,17.87,61.71,,0.93,,38.89,,,,369,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/13/18,230.32,356.89,45.43,18.01,62.44,,0.99,,33.19,,,,376,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/14/18,133.97,195.14,36.06,14.62,49.68,,0.95,,20.56,,,,353,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/15/18,118.47,155.21,40.9,16.75,56.65,,0.82,,17.58,,,,287,Poor
"NISE Gwal Pahari, Gurugram - IMD",11/16/18,162.64,227.26,39.97,16.82,55.78,,0.79,,18.9,,,,331,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/17/18,149.45,218.88,41.81,17.53,58.34,,0.73,,19.05,,,,321,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/18/18,136.67,200.83,42.35,17.38,58.73,,0.73,,18.95,,,,311,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/19/18,180.03,261.71,45.79,18.22,63.02,,0.8,,18.37,,,,333,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/20/18,230.08,327.57,43.51,17.64,60.15,,0.94,,14.96,,,,366,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/21/18,229.39,355.08,37.68,16.32,53,,1.24,,14.61,,,,408,Severe
"NISE Gwal Pahari, Gurugram - IMD",11/22/18,128.64,196.83,41.87,18.13,59,,0.85,,15.49,,,,324,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/23/18,177.31,262.39,45.09,19.77,63.86,,1.04,,14.91,,,,325,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/24/18,116.78,192.94,64.09,20.73,72.58,,0.67,,22.52,,,,323,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/25/18,139.55,239.99,70.43,26.98,96.41,,0.48,,45.72,,,,287,Poor
"NISE Gwal Pahari, Gurugram - IMD",11/26/18,194.19,292.38,68.89,26.6,94.49,,0.69,,50.59,,,,343,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/27/18,170.9,229.99,73.55,27.21,99.76,,0.54,,56.73,,,,350,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/28/18,171.14,235.22,68.35,25.32,92.66,,0.57,,48.26,,,,338,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/29/18,197.74,303.5,68.87,25.78,93.65,,0.78,,45.04,,,,346,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",11/30/18,202.77,318.04,71.89,27.64,98.53,,0.72,,38.74,,,,366,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/1/18,156.74,255.28,81.29,30.54,110.84,,0.56,,40.79,,,,351,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/2/18,64.52,107.25,78.32,25.63,94.76,,0.59,,57.96,,,,317,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/3/18,136.17,212.23,73.21,27.66,99.87,,0.6,,54.89,,,,271,Poor
"NISE Gwal Pahari, Gurugram - IMD",12/4/18,167.89,247.54,71.6,27.22,97.82,,0.71,,52.16,,,,330,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/5/18,180.27,276.72,61.27,23.84,84.11,,0.8,,12.35,,,,344,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/6/18,179.89,263.58,64.04,24.5,87.54,,0.78,,9.28,,,,339,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/7/18,224.61,354.49,67.91,26.12,93.03,,0.94,,9.05,,,,369,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/8/18,194.75,295.23,66.58,25.3,90.88,,0.9,,9.04,,,,368,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/9/18,245.73,345.6,72.2,27.13,98.34,,1.22,,9.05,,,,381,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/10/18,237.45,348.94,56.86,41.19,91.52,,0.73,,19.23,,,,390,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/11/18,238.56,345.64,7.47,57.91,50.89,,0.76,,32.86,,,,389,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/12/18,206.96,284.33,45.77,74.03,113.76,,0.64,,25.54,,,,389,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/13/18,110.87,166.85,13.45,59.66,57.82,,0.63,,21.43,,,,309,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/14/18,106.7,146.35,26.66,66.8,86.02,,0.45,,22.02,,,,283,Poor
"NISE Gwal Pahari, Gurugram - IMD",12/15/18,106.42,198.33,44.5,75.15,118.66,,0.36,,22.95,,,,260,Poor
"NISE Gwal Pahari, Gurugram - IMD",12/16/18,74.34,205.79,51.56,71.82,111.6,,0.4,,23.41,,,,189,Moderate
"NISE Gwal Pahari, Gurugram - IMD",12/17/18,98.34,281.59,13.86,45.29,50.3,,0.59,,23.19,,,,205,Poor
"NISE Gwal Pahari, Gurugram - IMD",12/18/18,154.42,271.67,9.39,13.82,22.13,,0.41,,26.38,,,,305,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/19/18,136.67,256.6,19.48,17.23,35.71,,0.32,,26.98,,,,319,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/20/18,142.52,265,18.28,15.13,29.46,,0.39,,30.24,,,,310,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/21/18,227.57,430.89,9.87,14.35,23.22,,0.7,,13.42,,,,339,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/22/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",12/23/18,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",12/24/18,221.42,324.22,36.37,20.93,57.91,,0.78,,25.65,,,,,
"NISE Gwal Pahari, Gurugram - IMD",12/25/18,232.41,422.25,7.8,25.02,20.09,,0.77,,14.22,,,,399,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/26/18,168.43,277.78,37.94,23.06,59.97,,0.44,,22.45,,,,344,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/27/18,153.96,249.36,20.14,14.21,35.64,,0.44,,26.5,,,,311,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/28/18,207.8,347.86,20.67,9.01,39.43,,0.94,,24.7,,,,367,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/29/18,188.73,339.25,18.18,17.96,35.15,,0.88,,23.05,,,,367,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/30/18,175.88,303.52,16.57,16.84,32.4,,0.78,,27.16,,,,342,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",12/31/18,233.83,401.63,23.49,19.14,41.63,,1.16,,23.11,,,,375,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/1/19,201.29,359.69,26.17,20.95,43.57,,1.03,,25.89,,,,369,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/2/19,221.02,374.92,19.19,17.5,35.69,,0.89,,26.75,,,,372,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/3/19,259.39,447.79,21.13,18,38.13,,1.16,,20.48,,,,384,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/4/19,207.51,381.14,17.27,16.67,32.94,,1.16,,15.77,,,,402,Severe
"NISE Gwal Pahari, Gurugram - IMD",1/5/19,228.61,408.1,17.73,16.84,33.57,,1.36,,19.49,,,,414,Severe
"NISE Gwal Pahari, Gurugram - IMD",1/6/19,150.52,244.67,62.11,23.36,36.34,,0.94,,11.23,,,,342,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/7/19,135.78,242.82,11.88,14.93,25.81,,0.74,,21.52,,,,302,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/8/19,129.86,236.75,12.74,15.21,26.95,,0.39,,32.25,,,,313,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/9/19,101.12,204.36,13.37,15.42,27.78,,0.31,,39.52,,,,288,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/10/19,90.55,193.45,16.22,16.38,31.6,,0.53,,34.17,,,,213,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/11/19,169.3,321.81,13.77,15.54,28.31,,0.98,,41.95,,,,298,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/12/19,145.63,273.91,14.27,15.71,28.98,,0.81,,43.64,,,,327,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/13/19,200,392.23,41.64,18.98,42.09,,1.1,,34.11,,,,340,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/14/19,55.11,131.77,21.03,17.93,37.97,,1.42,,21.74,,,,310,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/15/19,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",1/16/19,147.46,302.49,26.91,19.84,45.75,,2.41,,61.94,,,,,
"NISE Gwal Pahari, Gurugram - IMD",1/17/19,260.12,498.8,25.6,19.43,44.03,,3.38,,52.05,,,,385,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/18/19,184.73,370.39,27.7,20.11,46.81,,2.53,,36.92,,,,450,Severe
"NISE Gwal Pahari, Gurugram - IMD",1/19/19,174.48,444.6,25.69,19.45,44.14,,3.83,,45.23,,,,354,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/20/19,114,,22.89,18.52,40.4,,4.56,,45.62,,,,309,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",1/21/19,108.84,138.97,17.68,16.83,33.51,,3.36,,42.12,,,,258,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/22/19,67.22,70.62,60.36,17.84,14.63,,2.94,,38.45,,,,178,Moderate
"NISE Gwal Pahari, Gurugram - IMD",1/23/19,120.4,212.62,0.16,10.35,7.34,,4.45,,36.46,,,,187,Moderate
"NISE Gwal Pahari, Gurugram - IMD",1/24/19,98.38,194.17,0.87,11.28,11.11,,4.25,,38.29,,,,297,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/25/19,60.02,115.89,3.71,12.61,14.5,,3.36,,37.05,,,,139,Moderate
"NISE Gwal Pahari, Gurugram - IMD",1/26/19,83.63,167.36,1.11,12.66,12.31,,3.22,,46.91,,,,189,Moderate
"NISE Gwal Pahari, Gurugram - IMD",1/27/19,103.44,181.3,2.91,13.23,15.15,,3.31,,48.88,,,,218,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/28/19,82.24,151.06,1.36,12.53,12.32,,2.98,,60.34,,,,237,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/29/19,91.6,161.45,12.71,12.46,24.15,,3.87,,48.93,,,,203,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/30/19,133.57,249.16,32.93,8.66,40.59,,4.49,,34.75,,,,278,Poor
"NISE Gwal Pahari, Gurugram - IMD",1/31/19,132.23,171.03,19.93,9.47,28.25,,4.36,,40.45,,,,312,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",2/1/19,137.39,223.06,11.18,10.5,20.68,,4.19,,43.76,,,,289,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/2/19,121.73,241,16.82,13.08,27.46,,3.09,,27.91,,,,310,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",2/3/19,73.14,176.06,12.06,10.61,21.67,,4.54,,27.32,,,,203,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/4/19,78.84,175.62,12.8,10.78,22.58,,4.52,,33.17,,,,186,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/5/19,116.35,158.77,12.78,10.71,22.48,,4.3,,44.38,,,,230,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/6/19,106.29,192.74,12.34,10.49,21.83,,0.31,,37.34,,,,294,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/7/19,57.85,79.11,13.39,10.51,22.9,,0.17,,19.74,,,,147,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/8/19,62.33,174.76,33.82,12.32,45.14,,0.21,,16.28,,,,123,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/9/19,46.35,121.29,34.68,12.25,45.92,,0.07,,19.7,,,,125,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/10/19,108.22,221.36,33.55,12.38,44.92,,0.26,,13.1,,,,113,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/11/19,109.5,264.78,23.13,11.61,33.74,,0.51,,17.75,,,,283,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/12/19,130.64,317.26,15.15,10.94,25.09,,0.64,,19.24,,,,280,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/13/19,143.96,326.16,17.9,11.04,27.93,,0.65,,17.72,,,,323,Very Poor
"NISE Gwal Pahari, Gurugram - IMD",2/14/19,111.29,234.32,16.24,8.77,23.99,,0.33,,22.17,,,,297,Poor
"NISE Gwal Pahari, Gurugram - IMD",2/15/19,75.75,184.28,2.57,3.09,4.23,,0.22,,22.57,,,,176,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/16/19,80.82,159.91,39.1,10.96,27.87,,0.2,,23.81,,,,180,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/17/19,57.55,120.51,2.27,14.56,16.82,,0.17,,28,,,,130,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/18/19,,,,,,,,,,,,,,
"NISE Gwal Pahari, Gurugram - IMD",2/19/19,78.68,223.97,1.65,14.36,16.01,,0.26,,55.3,,,,,
"NISE Gwal Pahari, Gurugram - IMD",2/20/19,66.89,165.85,1.55,14.34,15.89,,0.23,,25.13,,,,186,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/21/19,47.11,138.82,1.96,14.37,16.33,,0.1,,35.88,,,,115,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/22/19,44.12,115.91,3.33,14.6,17.93,,0.12,,29.78,,,,132,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/23/19,32.22,88.1,3.84,14.68,18.52,,0.06,,45.86,,,,89,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",2/24/19,47.88,129.97,1.89,14.39,16.27,,0.12,,42.14,,,,109,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/25/19,66.57,168.92,5.18,14.91,20.09,,0.26,,41.61,,,,143,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/26/19,37.53,93.91,6.03,16.43,22.62,,0.07,,37.57,,,,108,Moderate
"NISE Gwal Pahari, Gurugram - IMD",2/27/19,31.91,77.26,7.11,19.15,26.26,,0.07,,31.1,,,,82,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",2/28/19,46.33,123.54,9.87,19.6,29.47,,0.24,,31.34,,,,105,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/1/19,57.97,168.92,10,20.23,30.22,,0.24,,33.11,,,,135,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/2/19,66.63,163.48,9.63,24.7,31.61,,0.32,,22.55,,,,147,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/3/19,15.06,54.32,0.32,21.75,17.32,,0.15,,29.74,,,,120,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/4/19,59.36,133.36,0.87,17.66,15.33,,0.24,,28.49,,,,97,Satisfactory
"NISE Gwal Pahari, Gurugram - IMD",3/5/19,47.3,103.11,,17.82,15.79,,0.14,,22.02,,,,113,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/6/19,45.96,130.58,7.86,3.95,11.81,,0.16,,33.92,,,,123,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/7/19,61.43,180.75,9.14,4.45,13.59,,0.33,,35.75,,,,138,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/8/19,58.13,174.95,9.32,4.73,14.05,,0.39,,34.91,,,,149,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/9/19,74.93,155.62,22.75,5.24,15.15,,0.2,,34.47,,,,154,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/10/19,43.92,132.72,6.78,3.86,10.63,,0.16,,41.34,,,,121,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/11/19,59.93,176.12,8.77,3.89,12.66,,0.19,,48.58,,,,144,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/12/19,45.89,116.73,12.42,4.71,11.94,,0.2,,35.25,,,,116,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/13/19,66.09,233.06,6.44,4.9,11.34,,0.28,,30.71,,,,149,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/14/19,79.27,217.93,8.75,4.82,13.57,,0.54,,25.63,,,,216,Poor
"NISE Gwal Pahari, Gurugram - IMD",3/15/19,47.61,139.65,9.74,6.23,15.95,,0.22,,31.78,,,,139,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/16/19,62.16,129.58,17.77,6.31,17.41,,0.16,,41.12,,,,120,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/17/19,48,149.64,4.21,5.65,9.86,,0.24,,37.75,,,,131,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/18/19,58.32,172.96,4.34,5.51,9.84,,0.25,,39.87,,,,142,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/19/19,77.25,237.1,4.72,6.04,10.76,,0.29,,37.9,,,,169,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/20/19,69.24,214.76,4.12,5.07,9.19,,0.22,,44.13,,,,183,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/21/19,105.67,257.72,4.61,5.76,10.37,,0.61,,47.28,,,,231,Poor
"NISE Gwal Pahari, Gurugram - IMD",3/22/19,35.64,124.72,3.4,4.78,8.19,,0.1,,43.84,,,,146,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/23/19,24.92,86.44,21.51,6.68,19.68,,0.2,,55.1,,,,114,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/24/19,32.65,151.22,1.57,7.48,9.06,,0.14,,42.01,,,,119,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/25/19,42.6,143.81,2.17,7.52,9.69,,0.19,,34.93,,,,136,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/26/19,50.44,156.68,3.01,7.56,10.57,,0.21,,40.32,,,,136,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/27/19,47.13,168.05,2.33,7.57,9.9,,0.2,,44.42,,,,139,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/28/19,59.55,195.91,2.45,7.66,10.1,,0.31,,39.34,,,,155,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/29/19,95.82,257.46,7.47,7.92,15.39,,0.63,,40.52,,,,189,Moderate
"NISE Gwal Pahari, Gurugram - IMD",3/30/19,30.59,128.15,23.47,10.08,19.85,,0.14,,61.92,,,,224,Poor
