StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"Vikas Sadan, Gurugram - HSPCB",2/18/19,88.93,,68.04,203.41,152.06,,0.73,5.05,35.01,0,0,,171,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/19/19,83.83,,60.96,94.15,81.74,,0.84,15.84,24.94,0,0,,149,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/20/19,80.16,,23.17,34.01,31.21,,0.69,6.56,13.86,0,0,,239,Poor
"Vikas Sadan, Gurugram - HSPCB",2/21/19,50.77,,18.64,27.12,25.91,,0.81,9.19,26.15,0,0,,107,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/22/19,54.33,,8.61,10.99,9.4,,0.72,12.3,39.28,0,0,,108,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/23/19,40.74,,10.37,12.63,11.71,,0.71,15.09,56.24,0,0,,90,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",2/24/19,54.57,,16.75,17.83,19.36,,0.73,11.36,51.54,0,0,,97,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",2/25/19,90.78,,38.96,33.53,45.39,,0.68,14.82,34.74,0,0,,170,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/26/19,45.3,,18.05,30.66,27.3,,0.74,26.83,35.13,0,0,,107,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/27/19,41.86,,14.9,24.08,21.35,,0.69,27.58,40.72,0,0,,90,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",2/28/19,64.35,,36.49,26.3,40.47,,0.53,35.53,35.52,0,0,,101,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/1/19,74.9,,14.61,26.22,23,,0.43,37.24,30.78,0,0,,139,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/2/19,82.61,,22.52,36.35,34.66,,0.58,38.39,11.56,0,0,,163,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/3/19,38.55,,12.14,20.86,18.24,,0.64,17.31,23.05,0,0,,104,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/4/19,67.8,,28.49,15.85,28.59,,0.52,21.72,28.28,0,0,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/5/19,39.77,,10.29,12.11,12.18,,0.48,14.56,30.36,0,0,,93,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/6/19,57.65,,22.14,20.33,25.98,,0.47,12.14,27.18,0,0,,85,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/7/19,88.34,,33.49,25.65,37.92,,0.23,11.51,32.14,0,0,,160,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/8/19,74.36,,32.38,33.25,40.86,,0.23,8.07,25.77,0,0,,160,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/9/19,49.6,,10.49,17.58,14.8,,0.17,5.67,46.2,0,0,,142,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/10/19,45.89,,12.15,18,16.76,,0.22,2.97,48.35,0,0,,85,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/11/19,69.47,,58.21,44.7,49.06,,0.44,3.85,28.76,0,0,,81,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/12/19,69.92,,13.13,12.03,14.18,,0.22,5.02,29.59,0,0,,135,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/13/19,84.49,,16.19,17.36,19.65,,0.31,2.15,20.47,0,0,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/14/19,107.5,,24.48,11.89,23.41,,0.19,0.83,18.47,0,0,,274,Poor
"Vikas Sadan, Gurugram - HSPCB",3/15/19,58.67,,10.1,5.72,8.68,,0.19,1.31,31.61,0,0,,137,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/16/19,59.79,,8.92,5.46,6.84,,0.18,1.55,56.29,0,0,,98,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/17/19,78.53,,9.62,5.65,8.26,,0.21,1.51,43.52,0,0,,161,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/18/19,90.92,,10.34,3.75,7.8,,0.24,11.33,42.97,0,0,,180,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/19/19,104.14,,10.68,6.04,7.2,,0.29,29.28,36.41,0,0,,224,Poor
"Vikas Sadan, Gurugram - HSPCB",3/20/19,101.16,,14.42,11.9,7.21,,0.31,25.49,17.23,0,0,,241,Poor
"Vikas Sadan, Gurugram - HSPCB",3/21/19,110.02,,40.58,21.94,29.62,,0.19,28.72,33.35,0,0,,286,Poor
"Vikas Sadan, Gurugram - HSPCB",3/22/19,51.24,,9.83,10.33,5.67,,0.17,14.21,23.2,0,0,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/23/19,58.1,,9.84,10.08,5.57,,0.2,21.99,29.79,0,0,,94,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/24/19,54.3,,9.69,9.92,5.33,,0.19,15.36,20.2,0,0,,92,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/25/19,56.64,,9.49,9.41,4.92,,0.19,16.21,16.92,0,0,,92,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/26/19,61.81,,9.66,9.36,5.03,,0.21,13.16,26.2,0,0,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/27/19,73.23,,9.89,9.59,5.34,,0.23,15.87,21.66,0,0,,116,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/28/19,114.18,,9.66,9.74,5.16,,0.29,17.8,17.23,0,0,,231,Poor
"Vikas Sadan, Gurugram - HSPCB",3/29/19,101.61,,9.44,9.9,5.13,,0.35,18.22,22.67,0,0,,270,Poor
"Vikas Sadan, Gurugram - HSPCB",3/30/19,122.6,,9.48,9.85,5.08,,0.29,20.08,20.97,0,0,,255,Poor
"Vikas Sadan, Gurugram - HSPCB",3/31/19,67.83,,9.83,9.66,5.33,,0.21,12.89,22.77,0,0,,222,Poor
"Vikas Sadan, Gurugram - HSPCB",4/1/19,59.75,,10.39,8.41,5.29,,0.23,14.3,24.24,0,0,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/2/19,99.55,,10.05,9.35,5.35,,0.25,13.35,25.79,0,0,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/3/19,85.4,,9.32,9.71,4.9,,0.27,11.42,19.45,0,0,,214,Poor
"Vikas Sadan, Gurugram - HSPCB",4/4/19,116.46,,9.44,9.73,5.04,,0.27,7.39,24.7,0,0,,232,Poor
"Vikas Sadan, Gurugram - HSPCB",4/5/19,128.26,,9.26,9.83,4.94,,0.25,4.02,25.71,0,0,,302,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/6/19,104.41,,9.52,9.8,4.67,,0.4,1.99,3.05,0,0,,290,Poor
"Vikas Sadan, Gurugram - HSPCB",4/7/19,171.28,,12.32,10.41,8.36,,0.23,9.62,22.5,0,0,,319,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/8/19,137.35,,10.89,10.16,5.92,,0.26,7.52,19,0,0,,339,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/9/19,87.58,,9.56,9.76,5.28,,0.41,7.55,22.75,0,0,,224,Poor
"Vikas Sadan, Gurugram - HSPCB",4/10/19,116.44,,10.01,9.87,5.88,,0.23,7.72,19.78,0,0,,278,Poor
"Vikas Sadan, Gurugram - HSPCB",4/11/19,90.24,,9.96,9.21,5.32,,0.28,5.1,15.2,0.02,0,,213,Poor
"Vikas Sadan, Gurugram - HSPCB",4/12/19,101.22,,9.48,9.54,5,,0.26,2.7,19.44,0,0,,240,Poor
"Vikas Sadan, Gurugram - HSPCB",4/13/19,81.45,,9.55,9.63,5.09,,0.31,2.82,18.17,0,0,,196,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/14/19,62.19,,9.77,9.79,5.4,,0.24,2.64,16.93,0,0,,127,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/15/19,81.13,,9.65,9.76,5.22,,0.37,3.38,13.79,0,0,,146,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/16/19,108.14,,9.6,9.71,5.18,,0.25,3.39,14.01,0,0,,287,Poor
"Vikas Sadan, Gurugram - HSPCB",4/17/19,24.28,,9.39,9.69,4.87,,0.22,2.93,14.52,0,0,,74,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",4/18/19,35.34,,11.69,10.1,6.38,,0.26,2.45,18.37,0,0,,50,Good
"Vikas Sadan, Gurugram - HSPCB",4/19/19,68.77,,10.74,9.6,6.16,,0.24,2.13,22.3,0,0,,103,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/20/19,66.47,,10.06,9.67,5.5,,0.3,2.71,25.18,0,0,,118,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/21/19,108.53,,9.34,9.72,4.96,,0.26,2.08,21.21,0,0,,191,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/22/19,89.63,,43.57,16.91,18.66,,0.33,0.61,32.48,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",4/23/19,102.92,,17.76,18.13,16.7,,0.35,3.36,20.37,0,0,,230,Poor
"Vikas Sadan, Gurugram - HSPCB",4/24/19,147.72,,9.93,9.39,5.31,,0.39,2.4,25.49,0,0,,237,Poor
"Vikas Sadan, Gurugram - HSPCB",4/25/19,123.65,,12.14,10.21,7.81,,0.4,4.65,30.72,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",4/26/19,112.25,,9.64,9.79,5.28,,0.27,3.35,34.9,0,0,,287,Poor
"Vikas Sadan, Gurugram - HSPCB",4/27/19,115.99,,9.76,9.63,5.22,,0.19,3.4,34.43,0,0,,283,Poor
"Vikas Sadan, Gurugram - HSPCB",4/28/19,121.91,,11.03,9.34,6.32,,0.22,4.35,34.28,0,0,,297,Poor
"Vikas Sadan, Gurugram - HSPCB",4/29/19,122.89,,10.92,9.17,6.1,,0.42,5.08,31.54,0,0,,303,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/30/19,133.16,,10.12,9.35,5.45,,0.28,5.94,32.12,0.51,3.04,,304,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/1/19,143.92,,10.05,9.6,5.5,,0.34,4.01,40.59,0,0.27,,316,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/2/19,135.95,,9.62,9.52,5.13,,0.28,3.3,36.44,1.61,2.73,,317,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/3/19,71.82,,9.98,9.77,5.55,,0.33,3.76,40.99,0,0,,228,Poor
"Vikas Sadan, Gurugram - HSPCB",5/4/19,73.53,,11.93,9.14,6.78,,0.12,3.9,22.55,0,0,,144,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/5/19,84.23,,10.06,9.7,5.64,,0.21,14.87,51.2,0,0,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/6/19,119.14,,9.7,9.44,5.16,,0.28,8.12,41.91,0,0,,245,Poor
"Vikas Sadan, Gurugram - HSPCB",5/7/19,172.01,,10.5,9.99,6.02,,0.19,7.84,31.98,0,0,,321,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/8/19,151.15,,10.73,9.22,5.83,,0.62,1.84,33.31,0,0,,341,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/9/19,175.55,,10.13,9.18,5.59,,0.36,55.43,29.01,0,0,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/10/19,128.56,,9.33,9.6,5.04,,0.34,15.85,31.3,0,0,,324,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/11/19,100.19,,10.1,9.55,5.53,,0.33,27.8,46.77,0,0,,253,Poor
"Vikas Sadan, Gurugram - HSPCB",5/12/19,261.96,,10.23,9.47,5.61,,0.35,23.35,49.26,0,0,,362,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/13/19,146.13,,9.94,9.79,5.52,,0.4,26.7,56.4,0,0,,353,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/14/19,45.58,,9.76,9.43,5.3,,0.37,9.93,47.77,0,0,,184,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/15/19,72.8,,12.25,10.61,7.74,,0.3,15.92,34.22,0,0,,128,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/16/19,88.79,,10.08,9.26,5.49,,0.36,8.43,35.65,0,0,,156,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/17/19,98.83,,13.35,10.09,8.82,,0.3,11.12,29.39,0,0,,229,Poor
"Vikas Sadan, Gurugram - HSPCB",5/18/19,37.04,,12.07,8.86,7.11,,0.31,4.17,34.91,0,0,,115,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/19/19,63.57,,11.81,9.06,7.08,,0.34,6.44,42.99,0,0,,92,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",5/20/19,106.75,,11.55,9.42,6.81,,0.35,6.33,37,0,0,,210,Poor
"Vikas Sadan, Gurugram - HSPCB",5/21/19,85.43,,10.46,9.33,5.77,,0.38,6.77,35.59,0,0,,190,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/22/19,87.84,,10.13,9.16,5.48,,0.49,6.53,22.7,0,0,,177,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/23/19,91.17,,9.64,9.2,5.11,,0.43,5.92,34.23,0,0,,217,Poor
"Vikas Sadan, Gurugram - HSPCB",5/24/19,45.83,,10.71,9.98,6.21,,0.37,5.47,33.58,0,0,,128,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/25/19,43.59,,10.54,9.15,5.76,,0.34,3.02,43.58,0,0,,76,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",5/26/19,55.75,,10.64,9.17,5.67,,0.35,14.94,45.89,0,0,,84,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",5/27/19,75.23,,11.18,8.83,6.61,,0.21,9.71,33.29,0,0,,111,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/28/19,78.86,,9.06,32.32,22.64,,0.23,15.42,53.41,0,0,,194,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/29/19,84.11,,32.49,58.42,54.54,,0.42,15.22,79.49,0,0,,173,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/30/19,134.53,,83.86,45.28,87.49,,0.32,12.97,55.14,0,0,,274,Poor
"Vikas Sadan, Gurugram - HSPCB",5/31/19,124.14,,34.62,44.72,58,,0.3,11.34,61.49,0,0,,300,Poor
"Vikas Sadan, Gurugram - HSPCB",6/1/19,119.06,,35.69,43.43,46.56,,0.29,12.23,90.99,0,0,,304,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/2/19,92.63,,12.48,41.29,15.48,,0.39,8.51,121.6,0,0,,250,Poor
"Vikas Sadan, Gurugram - HSPCB",6/3/19,102.4,,7.64,32.04,10.02,,0.4,8.31,127.57,0,0,,223,Poor
"Vikas Sadan, Gurugram - HSPCB",6/4/19,82.26,,5.96,40.61,14.23,,0.3,5.53,123.48,0,0,,234,Poor
"Vikas Sadan, Gurugram - HSPCB",6/5/19,97.05,,15.66,36.79,28.04,,0.37,8.6,98.07,0,0,,208,Poor
"Vikas Sadan, Gurugram - HSPCB",6/6/19,111.57,,21.04,31.9,28.76,,0.34,11.42,91.53,0,0,,244,Poor
"Vikas Sadan, Gurugram - HSPCB",6/7/19,74.03,,5.41,32.51,14.6,,0.32,2.86,112.5,0,0,,253,Poor
"Vikas Sadan, Gurugram - HSPCB",6/8/19,77.37,,10.63,33.05,16.22,,0.36,6.26,98.28,0,0,,214,Poor
"Vikas Sadan, Gurugram - HSPCB",6/9/19,116.43,,49,35.37,53.54,,0.28,9.1,75.74,0,0,,233,Poor
"Vikas Sadan, Gurugram - HSPCB",6/10/19,119.32,,27.69,48.79,43.44,,0.36,11.73,73.24,0,0,,289,Poor
"Vikas Sadan, Gurugram - HSPCB",6/11/19,224.58,,38.71,50.08,54.3,,0.29,9.99,38.56,0,0,,348,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/12/19,104.68,,6.29,47.97,21.02,,0.35,10.07,104.93,0,0,,327,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/13/19,77.45,,10.67,63.59,30.3,,0.28,5.74,75.23,0,0,,186,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/14/19,58.53,,,,,,0.44,4.8,66.01,0,0,,152,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/15/19,126.54,,7.74,8.52,1.08,,0.11,7.62,134.9,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",6/16/19,36.78,,7.78,9.43,2.89,,0.84,12.93,81.96,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",6/17/19,44.04,,7.97,9.47,2.37,,0.8,9.46,59.92,0,0,,104,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/18/19,42.37,,7.9,9.46,2.5,,0.53,13.73,106.55,0,0,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/19/19,72.25,,6.97,10.23,2.47,,0.68,5.45,110.44,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",6/20/19,45.75,,10.66,9.77,4.23,,0.28,13.69,86.95,0,0,,177,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/21/19,79,,13.18,8.05,4.88,,0.24,8.1,71.53,0,0,,152,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/22/19,66.3,,13.63,6.59,5.11,,0.26,8.85,99.79,0,0,,190,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/23/19,50.98,,13.52,6.71,5.07,,0.24,6.89,92.04,0,0,,150,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/24/19,27.16,,13.78,6.43,5.14,,0.23,4.67,39.67,0,0,,83,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",6/25/19,41.04,,13.46,6.53,4.96,,0.18,,57.68,0,0,,149,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/26/19,57.84,,21.46,8.07,11.14,,0.35,4.33,45.23,0,0,,99,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",6/27/19,86.77,,24.35,9.7,13.12,,0.32,5.65,65.41,1.3,3.87,,133,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/28/19,77.46,,18.1,6.05,8.56,,0.27,8.7,62.08,2,6.01,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/29/19,87.82,,19.31,7.63,8.89,,0.36,9.47,49.22,2,6,,179,Moderate
"Vikas Sadan, Gurugram - HSPCB",6/30/19,92.92,,15.93,5.14,6.32,,0.34,8.28,57.65,2,6.01,,207,Poor
"Vikas Sadan, Gurugram - HSPCB",7/1/19,68.49,,15.02,5.47,5.91,,0.34,7.76,50.61,1.99,6,,157,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/2/19,92.79,,15.01,5.89,5.88,,0.38,10.52,89.63,2,6.02,,174,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/3/19,47.63,,14.3,5.67,5.16,,0.38,7.16,31.09,1.99,6.01,,154,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/4/19,30.16,,14.5,5.81,5.39,,0.42,10.17,14.09,2,6.02,,62,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/5/19,32.67,,14.67,5.28,5.26,,0.38,10.15,14.36,2,5.96,,53,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/6/19,35.89,,14.25,5.64,5.1,,0.42,7.66,25.34,2,6,,60,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/7/19,36.53,,14.36,5.71,5.23,,0.36,6.84,27.38,2,5.98,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/8/19,58.11,,13.5,6.31,4.85,,0.49,7.45,19.28,2,5.99,,78,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/9/19,56.24,,14.26,6.93,5.71,,0.34,6.57,8.38,2,6.02,,95,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/10/19,74.5,,13.68,6.15,5.1,,0.36,7.01,17.02,1.99,6,,105,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/11/19,109.51,,13.74,6.18,4.97,,0.32,7.17,24.89,2,6.01,,222,Poor
"Vikas Sadan, Gurugram - HSPCB",7/12/19,102.79,,13.94,5.95,5.03,,0.34,8.86,22.36,2,5.98,,251,Poor
"Vikas Sadan, Gurugram - HSPCB",7/13/19,87.36,,14.37,6.07,5.42,,0.32,10.61,26.38,2,5.99,,220,Poor
"Vikas Sadan, Gurugram - HSPCB",7/14/19,87.6,,13.81,6.49,5.2,,0.3,9.41,32.48,2,5.98,,196,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/15/19,75.45,,13.6,6.28,4.92,,0.33,6.47,26.4,1.99,6,,170,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/16/19,45.25,,13.98,6.14,5.15,,0.31,7.5,35.9,2,6.02,,109,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/17/19,31.46,,13.97,6.59,5.4,,0.3,10.72,35.5,1.98,6,,70,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/18/19,25.58,,13.8,6.58,5.35,,0.27,12.24,17.98,2,5.99,,56,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/19/19,44.41,,13.71,6.31,5.03,,0.3,12.69,35.05,2,6,,62,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/20/19,37.54,,14.56,6,5.52,,0.3,14.32,18.85,2.01,6,,75,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/21/19,38.93,,17.13,8.02,8.16,,0.27,14.79,17.93,1.99,6,,68,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/22/19,44.6,,27.1,9.75,15.33,,0.3,14.1,31.42,2,6.01,,72,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/23/19,25.06,,14.79,6.92,5.63,,0.32,12.6,45.59,1.99,6.01,,78,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/24/19,58.5,,14.52,7.32,5.31,,0.29,9.46,41.81,2,5.99,,88,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/25/19,24.86,,14.66,7.63,5.53,,0.3,8.48,26.16,2.01,6,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/26/19,45.59,,13.57,8.53,5.03,,0.27,6.39,2.94,2,5.98,,58,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/27/19,29.17,,14.07,7.93,5.11,,0.29,5.29,19.66,1.99,6.01,,89,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/28/19,14.19,,14.74,7.59,5.5,,0.36,13.54,39.27,2,6.01,,54,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/29/19,21.72,,19.53,5.28,7.5,,0.36,13.99,30.65,2,6,,41,Good
"Vikas Sadan, Gurugram - HSPCB",7/30/19,16.95,,16.6,6.08,6.22,,0.36,16.39,33.2,2,6,,40,Good
"Vikas Sadan, Gurugram - HSPCB",7/31/19,27.32,,15.65,8.21,6.57,,0.31,16.08,41.42,2,6,,50,Good
"Vikas Sadan, Gurugram - HSPCB",8/1/19,29.3,,16.41,9.54,7.01,,0.33,14.92,40.26,2,5.99,,52,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/2/19,28.08,,16.45,6.98,6.58,,0.37,19.18,33.02,2,5.99,,52,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/3/19,30.14,,21.48,9.61,11.21,,0.32,22.78,28.05,2,5.99,,69,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/4/19,46.52,,14.34,8.21,5.5,,0.34,21.66,30.44,2.01,5.99,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/5/19,36.18,,12.8,7.07,5.28,,0.28,20.21,27.82,2.01,6,,67,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/6/19,21.18,,11.63,4.23,6.93,,0.33,10.97,14.31,2.01,6.01,,50,Good
"Vikas Sadan, Gurugram - HSPCB",8/7/19,21.42,,7.48,9.62,5.32,,0.31,10.48,19.48,1.99,5.98,,35,Good
"Vikas Sadan, Gurugram - HSPCB",8/8/19,17.93,,7.15,9.47,6.53,,0.33,13.48,22.77,1.99,6.01,,37,Good
"Vikas Sadan, Gurugram - HSPCB",8/9/19,15.26,,7.67,5.53,12.09,,0.29,5.93,36.13,2,6.03,,40,Good
"Vikas Sadan, Gurugram - HSPCB",8/10/19,11.29,,7.52,4.75,11.6,,0.33,5.25,35.72,2,6.01,,39,Good
"Vikas Sadan, Gurugram - HSPCB",8/11/19,12.41,,7.28,4.88,11.49,,0.31,10.23,35.08,1.99,5.98,,39,Good
"Vikas Sadan, Gurugram - HSPCB",8/12/19,41.16,,7.47,4.91,11.65,,0.29,7.09,31.84,2,5.99,,47,Good
"Vikas Sadan, Gurugram - HSPCB",8/13/19,20.34,,8,5,12.12,,0.31,7.85,30.4,2,6.01,,56,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/14/19,15.92,,7.59,4.41,11.48,,0.32,8.4,33.72,1.98,5.98,,45,Good
"Vikas Sadan, Gurugram - HSPCB",8/15/19,20.33,,8.5,4.87,12.09,,0.27,7.31,33.81,2.01,6.01,,46,Good
"Vikas Sadan, Gurugram - HSPCB",8/16/19,12.48,,7.67,4.45,11.58,,0.34,,30.83,1.99,6.01,,37,Good
"Vikas Sadan, Gurugram - HSPCB",8/17/19,49.05,,8.76,4.7,12.33,,0.34,72.13,24.92,2,6.01,,62,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/18/19,20.51,,7.76,4.42,11.63,,0.4,68.08,25.48,1.99,6,,49,Good
"Vikas Sadan, Gurugram - HSPCB",8/19/19,40.42,,7.64,4.39,11.5,,0.36,70.4,27.26,1.99,6,,51,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/20/19,48.35,,7.88,4.28,11.64,,0.36,77.57,29.04,2.01,6.01,,76,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/21/19,56.86,,8.27,4.69,11.97,,0.34,89.91,55.17,2,5.97,,,
"Vikas Sadan, Gurugram - HSPCB",8/22/19,45.87,,8.62,4.95,12.43,,0.34,44.16,23.5,2.01,6,,81,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/23/19,62.81,,7.61,5.03,11.86,,0.27,6.06,15.35,2.01,6.01,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/24/19,63.79,,7.45,4.81,11.57,,0.3,56.13,36.34,2,6,,115,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/25/19,36.17,,7.28,4.98,11.53,,0.31,44.37,28.31,2,6.02,,87,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/26/19,26.29,,10.02,5.51,17.92,,0.32,26.68,27.54,2,6,,53,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/27/19,28.72,,7.51,4.75,11.59,,0.32,14.22,34.66,2,5.99,,55,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/28/19,31.51,,8.3,4.49,12.02,,0.33,17.95,36.79,1.99,6.02,,58,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/29/19,28.94,,7.53,4.59,11.5,,0.3,18.97,35.66,2,5.97,,56,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/30/19,34.81,,7.57,4.62,11.59,,0.3,22.58,31.27,2,5.98,,53,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/31/19,41.31,,7.47,4.89,11.62,,0.33,17.93,39.25,2,5.98,,70,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/1/19,22.5,,8.53,4.91,12.45,,0.3,14.93,34.15,1.99,6,,62,Satisfactory
